items,times,results
1,0.032065629959106445,False
2,0.041008710861206055,False
3,0.08343386650085449,False
4,0.5878233909606934,False
5,20.31890892982483,False
6,4401.041439294815,False
7,1314.2428796291351,False
8,163.99616646766663,False
9,261.04319858551025,False
