times,agents,items,results,graphs
1505.610272884369,6,8,sat,"[[False, False, False, False, False, False, False, False], [True, False, False, False, False, False, False, False], [False, True, False, False, False, False, False, False], [True, False, True, False, False, False, False, False], [True, True, False, True, False, False, False, False], [False, True, False, True, False, False, False, False], [True, False, True, False, True, True, False, False], [False, True, False, True, True, False, True, False]]"
