times,agents,items,results,vs
3.586946725845337,4,6,sat,[4, 3, 5, 0, 1, 2, 10, 12, 11, 3, 8, 9, 7, 8, 8, 4, 5, 6, 9, 8, 10, 5, 6, 7]
202.9309844970703,5,8,sat,[20, 10, 9, 20, 4, 4, 1, 2, 19, 20, 18, 17, 6, 7, 8, 9, 17, 18, 8, 8, 1, 1, 3, 4, 1, 17, 16, 17, 7, 5, 6, 8, 11, 10, 9, 11, 4, 1, 2, 4]
