times,agents,items,results
0.02102947235107422,2,4,True
94.0106520652771,6,12,True
1.1811604499816895,4,12,True
0.06543636322021484,3,6,True
22.444563388824463,5,14,True
0.04394960403442383,2,8,True
0.27460718154907227,4,8,True
0.5466537475585938,4,10,True
0.026537418365478516,2,6,True
0.16763997077941895,3,10,True
0.02249622344970703,2,5,True
0.14371585845947266,3,8,True
0.02640366554260254,2,4,True
66.55048203468323,6,12,True
0.4975154399871826,4,10,True
0.024604320526123047,2,5,True
9.338773012161255,4,15,True
21.842029094696045,4,16,True
0.07575726509094238,3,6,True
517.4606041908264,6,14,True
0.17366266250610352,3,10,True
0.2694404125213623,3,11,True
131.56588339805603,6,12,True
0.033288002014160156,2,8,True
0.4550333023071289,4,10,True
14.79921269416809,4,15,True
0.04970049858093262,2,7,True
6.468717813491821,4,15,True
0.0828714370727539,3,6,True
0.04142928123474121,2,7,True
2.0886950492858887,4,13,True
0.23291897773742676,3,10,True
5.701324224472046,4,15,True
0.021268367767333984,2,4,True
1.577986240386963,4,12,True
11.908931970596313,4,14,True
0.2502448558807373,4,8,True
9.213431119918823,4,15,True
0.1772899627685547,3,11,True
4.428394079208374,4,14,True
3.5173912048339844,5,12,True
0.07515549659729004,3,6,True
1.2509820461273193,4,13,True
0.23002862930297852,4,8,True
0.13765358924865723,3,9,True
0.09901571273803711,3,7,True
3.7913830280303955,5,11,True
0.4687378406524658,4,10,True
0.1001291275024414,3,8,True
1.3383147716522217,4,13,True
