times,agents,items,results
7.419315814971924,8,25,True
5.890390396118164,10,21,True
0.1403346061706543,4,13,True
0.5545666217803955,5,17,True
5.205621719360352,10,25,True
0.05507040023803711,3,6,True
3.259155750274658,8,22,True
0.05416440963745117,3,8,True
0.1701514720916748,4,16,True
0.6634624004364014,5,20,True
0.06304764747619629,3,11,True
1.5626368522644043,7,14,True
1.0514287948608398,6,23,True
0.9225420951843262,8,16,True
0.13407111167907715,4,15,True
0.7252287864685059,8,16,True
0.024434328079223633,2,5,True
0.053937673568725586,3,9,True
2.5229299068450928,10,21,True
4.038566827774048,8,25,True
0.40129971504211426,6,15,True
0.024469614028930664,2,6,True
0.07724714279174805,4,8,True
1.9547755718231201,8,18,True
2.6039600372314453,7,23,True
29.69324278831482,9,27,True
3.523853302001953,8,28,True
0.2681999206542969,5,11,True
0.02822113037109375,2,7,True
0.302217960357666,5,16,True
0.19680571556091309,5,12,True
0.06415987014770508,3,11,True
4.864300489425659,8,28,True
8.848747253417969,8,23,True
0.7075760364532471,7,15,True
0.04287862777709961,2,7,True
0.06632494926452637,3,9,True
1.5796363353729248,6,23,True
0.4570271968841553,6,16,True
0.36855053901672363,5,12,True
0.05749917030334473,3,10,True
2.1809864044189453,8,27,True
9.950133562088013,10,25,True
0.09552884101867676,4,10,True
1.872481346130371,6,24,True
6.43169379234314,9,35,True
1.617682933807373,8,18,True
7.6542627811431885,8,27,True
2.950636863708496,8,24,True
0.5551738739013672,6,21,True
0.17804694175720215,4,12,True
0.06778144836425781,3,10,True
0.04659461975097656,3,8,True
22.998759984970093,10,23,True
9.44300103187561,10,26,True
0.0670015811920166,3,10,True
2.9742887020111084,9,23,True
0.0444028377532959,3,6,True
0.4948744773864746,6,12,True
40.864054441452026,10,38,True
0.07692170143127441,3,12,True
0.31769585609436035,5,11,True
10.482116222381592,10,31,True
1.8156657218933105,8,26,True
0.09284305572509766,4,10,True
0.42978620529174805,5,18,True
0.3851771354675293,6,16,True
0.5100374221801758,5,17,True
0.0234835147857666,2,5,True
3.5823745727539062,8,25,True
1.5163564682006836,9,19,True
0.028172016143798828,2,5,True
4.20539116859436,8,26,True
0.030022382736206055,2,6,True
0.0264894962310791,2,7,True
4.134844064712524,7,24,True
1.03122878074646,6,23,True
1.0162289142608643,7,24,True
0.2212352752685547,5,10,True
27.569628477096558,8,32,True
0.24961590766906738,5,13,True
0.07406020164489746,3,12,True
0.023944377899169922,2,6,True
5.268553018569946,8,28,True
0.06215190887451172,3,11,True
3.2015092372894287,8,31,True
1.8074455261230469,7,25,True
1.502115249633789,8,23,True
0.0757911205291748,3,11,True
2.5993475914001465,9,22,True
0.027575969696044922,2,4,True
0.02631855010986328,2,7,True
6.9668309688568115,9,24,True
0.6778759956359863,6,22,True
0.5366644859313965,5,18,True
1256.029134273529,10,30,True
0.5915718078613281,5,18,True
2.8372151851654053,6,24,True
4.001319885253906,7,25,True
17.32921552658081,9,30,True
