times,agents,items,results,graphs
5.16158652305603,4,6,sat,[[False, False, False, False, False, False], [True, False, False, False, False, False], [True, False, False, False, False, False], [False, True, True, False, False, False], [False, True, True, False, False, False], [True, False, False, True, True, False]]
131.08655524253845,5,7,sat,[[False, False, False, False, False, False, False], [True, False, False, False, False, False, False], [True, False, False, False, False, False, False], [False, True, True, False, False, False, False], [True, False, False, True, False, False, False], [False, True, True, False, True, False, False], [False, True, True, True, True, False, False]]
3978.4136550426483,6,8,sat,[[False, False, False, False, False, False, False, False], [True, False, False, False, False, False, False, False], [True, True, False, False, False, False, False, False], [True, False, True, False, False, False, False, False], [True, True, False, True, False, False, False, False], [False, True, False, True, False, False, False, False], [True, False, True, False, True, True, False, False], [False, True, True, True, True, False, True, False]]
